EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SEE907327018322,2019-12-07 03:26:06.587443,BHKW Prosper IV M2,Stromerzeugungseinheit,Geothermie,46242 Bottrop,1358,,InBetrieb,ABR970977607369,EEG926893173518,,,SGE964799145550,,,,OK,False,,1.0,2019-12-07 03:26:06.587443,SEL949654354032,Geprueft,2019-12-07,ABR970977607369,Deutschland,NordrheinWestfalen,Oberhausen,Oberhausen,05119000,46242,Kirchhellen,"Fl 45, FlSt 34
",,False,,False,,Bottrop,6.905059,51.567426,32.0,354806.406464418,5715007.59192845,5715163.52263396,2562795.87568296,2019-08-28,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Prosper IV M2,,,,Grubengas,1358,1358,True,,,,True,True,False,Volleinspeisung,,SGE964799145550,Verbrennungsmotor,EEG926893173518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE907613562010,2020-10-01 09:22:37.718112,BHKW,Stromerzeugungseinheit,Geothermie,Lößnitzer Straße 97 08301 Bad Schlema,155,,InBetrieb,ABR945258840582,EEG966800786608,,,,,,,OK,False,,1.0,2020-10-01 09:22:37.718112,SEL939951047508,Geprueft,2020-10-02,ABR945258840582,Deutschland,Sachsen,Erzgebirgskreis,Bad Schlema,14521050,08301,,,Lößnitzer Straße,False,97,False,,Bad Schlema,12.690695,50.611736,33.0,336616.926034768,5609195.24508459,5608679.95205431,4548993.96118939,2020-01-13,,2004-03-24,,,,Aktiv,InBetrieb,,,,,,A,BHKW,,,,Klaerschlamm,155,155,False,,,,True,False,False,Teileinspeisung,,,Verbrennungsmotor,EEG966800786608,,OK,False,,1.0,2020-01-13,2020-10-02 08:42:48.560087,2004-03-24,EEG966800786608,E41081010000000000000000000007555,,310,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE908114125704,2020-11-05 10:10:21.339396,Hausdach 60,Stromerzeugungseinheit,Geothermie,70734 Fellbach,8.06,,InBetrieb,ABR964577559463,,,,,,,,OK,False,,1.0,2020-11-05 10:10:21.339396,SEL912533822113,Ungeprueft,,ABR964577559463,Deutschland,BadenWuerttemberg,Rems-Murr-Kreis,Fellbach,08119020,70734,,,,False,,False,,Fellbach,,,,,,,,2020-11-05,,2016-07-28,,,,Aktiv,InBetrieb,,,,,,A,Hausdach 60,,,,Solarthermie,8.06,8.06,,,,,False,,,Teileinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE908227765101,2020-10-07 06:18:24.476152,BHKW 4,Stromerzeugungseinheit,Geothermie,Entenseestraße 1 71063 Sindelfingen,331,,InBetrieb,ABR967995003594,,,,SGE996168683707,,,,OK,False,,1.0,2020-10-07 06:18:24.476152,SEL976858895450,Datenkorrektur,,ABR967995003594,Deutschland,BadenWuerttemberg,Böblingen,Sindelfingen,08115045,71063,,,Entenseestraße,False,1,False,,Sindelfingen,8.982392,48.692226,32.0,498704.189816762,5393243.07354016,5394961.10735063,3498779.41328414,2020-10-07,,2020-04-08,,,,Aktiv,InBetrieb,,,,,,B,BHKW 4,,,,Klaerschlamm,331,250,False,,,,True,False,False,Teileinspeisung,,SGE996168683707,Verbrennungsmotor,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK,False,,1.0,SGE996168683707,2020-10-07 06:18:23.906592,NachBImSchGandere,2020-04-08,"Landratsamt Böblingen, Parkstraße 17, 71034 Böblingen",G2012-1282,,,,2020-10-07
SEE908293100035,2020-10-10 18:59:08.144493,Hausdach,Stromerzeugungseinheit,Geothermie,31737 Rinteln,5.88,,InBetrieb,ABR974218947559,EEG921474996470,,,,,,,OK,False,,1.0,2020-10-10 18:59:08.144493,SEL995182192394,Datenkorrektur,,ABR974218947559,Deutschland,Niedersachsen,Schaumburg,Rinteln,03257031,31737,,,,False,,False,,Rinteln,,,,,,,,2020-10-10,,2012-10-26,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,5.88,5.88,,,,,False,,,Teileinspeisung,,,Sonstige,EEG921474996470,,OK,False,,1.0,2020-10-10,2020-10-10 18:59:08.076492,2012-10-26,EEG921474996470,E20308013173704700070PV0000000356,,5.88,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE908633403994,2020-10-06 13:10:59.727177,BHKW 2,Stromerzeugungseinheit,Geothermie,Entenseestraße 1 71063 Sindelfingen,332,,InBetrieb,ABR967995003594,,KWK934453031062,,SGE994137929962,,,,OK,False,,1.0,2020-10-06 13:10:59.727177,SEL967929619594,Datenkorrektur,,ABR967995003594,Deutschland,BadenWuerttemberg,Böblingen,Sindelfingen,08115045,71063,,,Entenseestraße,False,1,False,,Sindelfingen,8.982392,48.692226,32.0,498704.189816762,5393243.07354016,5394961.10735063,3498779.41328414,2020-10-06,,2014-07-15,,,,Aktiv,InBetrieb,,,,,,A,BHKW 2,,,,Klaerschlamm,332,250,False,,,,True,False,False,Teileinspeisung,,SGE994137929962,Verbrennungsmotor,,KWK934453031062,,,,,,,,,,,,,OK,False,,1.0,KWK934453031062,False,,2020-10-06 13:10:59.598176,2014-07-15,2020-10-06,330,250,InBetrieb,OK,False,,1.0,SGE994137929962,2020-10-06 13:10:59.598176,NachBImSchGandere,2020-04-08,"Landratsamt Böblingen, Parkstraße 17, 71034 Böblingen",G2012-1282,,,,2020-10-06
SEE909423893124,2020-03-26 09:41:56.210274,Klärgasanlage KA Hildburghausen,Stromerzeugungseinheit,Geothermie,Mohnhäcksweg 21 98646 Hildburghausen,60,,InBetrieb,ABR988619692208,EEG969280009168,,,,,,,OK,False,,1.0,2020-03-26 09:41:56.210274,SEL923820048468,Ungeprueft,,ABR988619692208,Deutschland,Thueringen,Hildburghausen,Hildburghausen,16069024,98646,,,Mohnhäcksweg,False,21,False,,Hildburghausen,10.70268,50.438389,32.0,620909.556042314,5588759.86949934,5589972.47740992,4407943.20900596,2020-03-26,,2017-09-16,,,,Aktiv,InBetrieb,,,,,,A,Klärgasanlage KA Hildburghausen,,,,Klaerschlamm,60,50,,,,,True,,,Teileinspeisung,,,GasturbinenmitAbhitzekessel,EEG969280009168,,OK,False,,1.0,2020-03-26,2020-03-26 09:41:55.861254,2017-09-16,EEG969280009168,,,60,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE909946556148,2020-09-22 09:58:07.834370,solaranlage dach,Stromerzeugungseinheit,Geothermie,59558 Lippstadt,5.22,,InBetrieb,ABR981415411073,,,,,,,,OK,False,,1.0,2020-09-22 09:58:07.834370,SEL928465756167,Datenkorrektur,,ABR981415411073,Deutschland,NordrheinWestfalen,Soest,Erwitte,05974016,59558,,,,True,,True,,Lippstadt,,,,,,,,2020-09-22,,2018-04-01,,,,Aktiv,InBetrieb,,,,,,A,solaranlage dach,,,,Geothermie,5.22,5.22,,,,,False,,,Teileinspeisung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE910778821168,2019-05-28 08:26:38.031669,BHKW Rialisa,Stromerzeugungseinheit,Geothermie,47167 Duisburg,1365,,InBetrieb,ABR970977607369,EEG925252214282,,,SGE904461056333,,,,OK,False,,1.0,2019-05-28 08:26:38.031669,SEL925123773047,Ungeprueft,,ABR970977607369,Deutschland,NordrheinWestfalen,Duisburg,Duisburg,05112000,47167,Hamborn,"Fl 212, FlSt 181, 623",,False,,False,,Duisburg,6.764759,51.495742,32.0,344840.1571432,5707324.63625506,5707077.09292067,2553151.40576308,2019-03-26,,2009-05-29,,,,Aktiv,InBetrieb,,,,,,A,BHKW Rialisa,,,,Grubengas,1365,1290,False,,,,True,True,False,Volleinspeisung,,SGE904461056333,Verbrennungsmotor,EEG925252214282,,OK,False,,1.0,2019-03-26,2019-03-26 14:09:53.730070,2003-11-01,EEG925252214282,E3129201V300000000000102563900007,,1365,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE904461056333,2019-03-26 14:09:53.730070,NachBImSchG4BBImSchV,2006-07-25,Bezirksregierung Düsseldorf,56.21.0238/05/0104BAA2,,,,2019-03-26
SEE910960961320,2019-08-02 05:53:29.475108,Geothermie ORC I,Stromerzeugungseinheit,Geothermie,Alte Au 2 83607 Holzkirchen,5500,,InBetrieb,ABR955521750128,EEG916924824304,KWK979152601949,,,,,,OK,False,,1.0,2019-08-02 05:53:29.475108,SEL907205507719,Geprueft,2019-10-22,ABR955521750128,Deutschland,Bayern,Miesbach,Holzkirchen,09182120,83607,,,Alte Au,False,2,False,,Holzkirchen,11.719717,47.881737,32.0,703334.309328637,5306736.90092551,5304873.88455558,4479143.98575945,2019-08-02,,2019-07-04,,,,Aktiv,InBetrieb,,,,,,B,Geothermie ORC I,,,,Geothermie,5500,4346,False,,,,True,True,True,Volleinspeisung,,,ORCOrganicRankineCycleAnlage,EEG916924824304,KWK979152601949,OK,False,,1.0,2019-08-02,2019-08-02 05:53:29.336099,2019-07-04,EEG916924824304,,,5500,InBetrieb,OK,False,,1.0,KWK979152601949,,,2019-08-02 05:53:29.336099,2019-07-04,2019-08-02,24000,5500,InBetrieb,,,,,,,,,,,,,,
SEE912057374945,2020-01-30 15:01:51.430132,BHKW KA BB - Modul 2 - 2020,Stromerzeugungseinheit,Geothermie,Auf der Wörsch 65510 Hünstetten,110,,InPlanung,ABR956663295621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE912479162304,2020-10-27 13:26:24.169837,BHKW 1 KA Zittau,Stromerzeugungseinheit,Geothermie,Chopinstraße 6 a 02763 Zittau,180,,InBetrieb,ABR970850911620,,KWK966413409390,,,,,,OK,False,,1.0,2020-10-27 13:26:24.169837,SEL924716140822,Geprueft,2020-10-27,ABR970850911620,Deutschland,Sachsen,Görlitz,Zittau,14626610,02763,,,Chopinstraße,False,6 a,False,,Zittau,14.82821,50.896464,33.0,487918.760190467,5638325.45130917,5640136.8193108,5488050.44303118,2020-10-19,,2014-05-22,,,,Aktiv,InBetrieb,,,,,,A,BHKW 1 KA Zittau,,,,Klaerschlamm,180,180,False,,,,True,False,False,Teileinspeisung,,,Verbrennungsmotor,,KWK966413409390,,,,,,,,,,,,,OK,False,,1.0,KWK966413409390,False,,2020-10-27 13:52:08.955895,2014-05-22,2020-10-19,236,180,InBetrieb,,,,,,,,,,,,,,
SEE912500010956,2020-05-13 09:59:20.745065,BHKW 01,Stromerzeugungseinheit,Geothermie,An den Dreihäusern 14 01454 Radeberg,448,,InBetrieb,ABR902572868616,EEG989246921075,KWK915994279380,,SGE957194052820,,,,OK,False,,1.0,2020-05-13 09:59:20.745065,SEL907824922603,Ungeprueft,,ABR902572868616,Deutschland,Sachsen,Bautzen,Radeberg,14625480,01454,,,An den Dreihäusern,False,14,False,,Radeberg,13.902,51.125,33.0,423161.978720678,5664298.72540138,5666119.93961934,5423267.52543927,2020-03-31,,1999-07-01,,2019-07-08,2020-03-30,Aktiv,InBetrieb,,,,,,A,BHKW 01,,,,Klaerschlamm,448,357,False,,,,True,False,True,Teileinspeisung,,SGE957194052820,Verbrennungsmotor,EEG989246921075,KWK915994279380,OK,False,,1.0,2020-03-31,2020-05-13 09:59:19.151974,1999-07-01,EEG989246921075,E41874010000000000114048910000001,,710,InBetrieb,OK,False,,1.0,KWK915994279380,,,2020-05-13 09:59:19.151974,1999-07-01,2020-03-31,417,355,InBetrieb,OK,False,,1.0,SGE957194052820,2019-02-06 12:32:56.044683,NachWasserhaushaltsgesetz,1999-04-15,Regierungspräsidium Dresden,61-8953.10/92-KA Radeberg,,,,2019-02-06
SEE912667374229,2019-12-07 03:29:09.333048,BHKW Prosper IV M4,Stromerzeugungseinheit,Geothermie,46242 Bottrop,1358,,InBetrieb,ABR970977607369,EEG926893173518,,,SGE964799145550,,,,OK,False,,1.0,2019-12-07 03:29:09.333048,SEL949654354032,Geprueft,2019-12-07,ABR970977607369,Deutschland,NordrheinWestfalen,Oberhausen,Oberhausen,05119000,46242,Kirchhellen,"Fl 45, FlSt 34
",,False,,False,,Bottrop,6.905059,51.567426,32.0,354806.406464418,5715007.59192845,5715163.52263396,2562795.87568296,2019-09-03,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Prosper IV M4,,,,Grubengas,1358,1358,True,,,,True,True,False,Volleinspeisung,,SGE964799145550,Verbrennungsmotor,EEG926893173518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE912675928223,2020-10-25 16:19:12.282452,Scheune,Stromerzeugungseinheit,Geothermie,Rotbachstraße 24 53894 Mechernich,243.39,,InBetrieb,ABR916874116092,EEG983633396743,,,SGE952006388623,,,,OK,False,,1.0,2020-10-25 16:19:12.282452,SEL979540722188,Ungeprueft,,ABR916874116092,Deutschland,NordrheinWestfalen,Euskirchen,Mechernich,05366028,53894,,,Rotbachstraße,False,24,False,,Mechernich,6.568594,50.587798,32.0,327891.952417517,5606810.23316966,5605945.96379226,2540308.89502105,2020-10-25,,2011-05-24,,,,Aktiv,InBetrieb,,,,,,A,Scheune,,,,Solarthermie,243.39,240.07,False,,,,False,False,False,Volleinspeisung,,SGE952006388623,Sonstige,EEG983633396743,,OK,False,,1.0,2020-10-25,2020-10-25 16:19:12.282452,2011-05-24,EEG983633396743,E31816019900000000014253630601602,,29.61,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE952006388623,2020-10-25 15:51:50.772537,Sonstige,2011-06-01,Bundesnetzagentur,ASO 553186-11,,,,2020-10-25
SEE913487182223,2020-09-21 09:29:31.725506,BHKW Kläranlage Bad Schussenried,Stromerzeugungseinheit,Geothermie,Laimbacher Straße 30 88427 Bad Schussenried,50,,InBetrieb,ABR968449814674,EEG919406977918,,,,,,,OK,False,,1.0,2020-09-21 09:29:31.725506,SEL910399095924,Geprueft,2020-09-25,ABR968449814674,Deutschland,BadenWuerttemberg,Biberach,Bad Schussenried,08426014,88427,,,Laimbacher Straße,False,30,False,,Bad Schussenried,9.656546,47.980661,32.0,548993.570532899,5314359.32467912,5316046.08339782,3549089.65086974,2019-10-01,,2008-03-11,,,,Aktiv,InBetrieb,,,,,,A,BHKW Kläranlage Bad Schussenried,,,,Klaerschlamm,50,50,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,EEG919406977918,,OK,False,,1.0,2019-10-01,2020-09-21 09:29:31.725506,2008-03-11,EEG919406977918,E10843010000000000000030333700001,,50,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE913621837941,2020-03-06 04:07:14.269076,BHKW Lohberg,Stromerzeugungseinheit,Geothermie,Hünxer Str. 46537 Dinslaken,1358,,InBetrieb,ABR970977607369,EEG917961178054,,,SGE914167938437,,,,OK,False,,1.0,2020-03-06 04:07:14.269076,SEL984755847533,Geprueft,2020-03-06,ABR970977607369,Deutschland,NordrheinWestfalen,Wesel,Dinslaken,05170008,46537,,,Hünxer Str.,True,,True,,Dinslaken,6.76355,51.580582,32.0,345044.72505179,5716760.9788765,5716515.2076416,2552968.86108016,2019-03-19,,2002-11-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Lohberg,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE914167938437,Verbrennungsmotor,EEG917961178054,,OK,False,,1.0,2019-03-19,2020-03-04 08:50:38.700140,2002-11-01,EEG917961178054,E3123801W000000000004556171236063,,4074,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE914167938437,2019-03-19 14:16:45.568788,NachBImSchG4BBImSchV,2010-07-07,Bezirksregierung Arnsberg,64.L2-4.1-2009-3,,,,2019-03-19
SEE913672717346,2020-07-01 06:45:37.516876,Turbine Kläranlage,Stromerzeugungseinheit,Geothermie,37115 Duderstadt,30,,InBetrieb,ABR957728638421,,KWK955501271964,,,,,,OK,False,,1.0,2020-07-01 06:45:37.516876,SEL967303000833,Geprueft,2020-07-01,ABR957728638421,Deutschland,Niedersachsen,Göttingen,Duderstadt,03159010,37115,,,,False,,False,,Duderstadt,,,,,,,,2020-06-30,,2000-01-01,,,,Aktiv,InBetrieb,,,,,,A,Turbine Kläranlage,,,,Klaerschlamm,30,30,,,,,False,,,Volleinspeisung,,,Sonstige,,KWK955501271964,,,,,,,,,,,,,OK,False,,1.0,KWK955501271964,False,,2020-07-01 06:45:37.464874,2000-01-01,2020-07-01,30,30,InBetrieb,,,,,,,,,,,,,,
SEE914006356873,2020-09-30 13:28:26.744240,Wohnhaus 5,Stromerzeugungseinheit,Geothermie,52382 Niederzier,4.7,,InBetrieb,ABR945238765058,EEG980472453064,KWK950431826147,,,,,,OK,False,,1.0,2020-09-30 13:28:26.744240,SEL936854532018,Datenkorrektur,,ABR945238765058,Deutschland,NordrheinWestfalen,Düren,Niederzier,05358048,52382,,,,False,,False,,Niederzier,,,,,,,,2020-09-30,,2009-12-30,,,,Aktiv,InBetrieb,,,,,,A,Wohnhaus 5,,,,Grubengas,4.7,4.7,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,EEG980472453064,KWK950431826147,OK,False,,1.0,2020-09-30,2020-09-30 13:28:26.651240,2009-12-30,EEG980472453064,,,4.7,InBetrieb,OK,False,,1.0,KWK950431826147,False,,2020-09-30 13:28:26.651240,2009-12-30,2020-09-30,12,4.7,InBetrieb,,,,,,,,,,,,,,
SEE914516882909,2020-09-30 13:17:14.133600,Wohnhaus 4,Stromerzeugungseinheit,Geothermie,52382 Niederzier,9.4,,InBetrieb,ABR945238765058,EEG952905688107,KWK943464393021,,,,,,OK,False,,1.0,2020-09-30 13:17:14.133600,SEL970268244587,Datenkorrektur,,ABR945238765058,Deutschland,NordrheinWestfalen,Düren,Niederzier,05358048,52382,,,,False,,False,,Niederzier,,,,,,,,2020-09-30,,2009-09-07,,,,Aktiv,InBetrieb,,,,,,A,Wohnhaus 4,,,,Grubengas,9.4,9.4,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,EEG952905688107,KWK943464393021,OK,False,,1.0,2020-09-30,2020-09-30 13:17:14.036600,2009-09-07,EEG952905688107,,,9.4,InBetrieb,OK,False,,1.0,KWK943464393021,False,,2020-09-30 13:17:14.036600,2009-09-07,2020-09-30,24,9.4,InBetrieb,,,,,,,,,,,,,,
SEE914619554147,2019-11-19 10:57:00.379371,BHKW Haniel,Stromerzeugungseinheit,Geothermie,46242 Bottrop,1358,,InBetrieb,ABR970977607369,EEG918402468338,,,SGE972732714893,,,,OK,False,,1.0,2019-11-19 10:57:00.379371,SEL943782574850,Geprueft,2019-11-21,ABR970977607369,Deutschland,NordrheinWestfalen,Oberhausen,Oberhausen,05119000,46242,Bottrop,"Fl 167, FlSt 39",,False,,False,,Bottrop,6.884488,51.546866,32.0,353314.698103304,5712762.42571702,5712858.63716904,2561397.24198175,2019-03-26,,2002-07-14,,,,Aktiv,InBetrieb,,,,,,A,BHKW Haniel,,,,Grubengas,1358,1358,False,,,,True,True,False,Volleinspeisung,,SGE972732714893,Verbrennungsmotor,EEG918402468338,,OK,False,,1.0,2019-03-26,2020-01-30 12:34:39.288330,2002-07-14,EEG918402468338,E31238010000000000000033656285555,,5432,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE972732714893,2019-03-26 13:37:10.852197,NachBImSchG4BBImSchV,2013-12-20,Bezirksregierung Arnsberg,64.p9-4.1-2013-3,2023-05-31,,,2019-03-26
SEE914892536410,2020-04-08 08:22:24.148068,BHKW 1,Stromerzeugungseinheit,Geothermie,71083 Herrenberg,249,,InBetrieb,ABR928652687120,EEG997322060501,KWK978159054994,,,,,,OK,False,,1.0,2020-04-08 08:22:24.148068,SEL952981639826,Datenkorrektur,,ABR928652687120,Deutschland,BadenWuerttemberg,Böblingen,Herrenberg,08115021,71083,Gültstein,0-Gültstein Nr. 1212,,False,,False,,Herrenberg,8.898737,48.565986,32.0,492529.229144472,5379215.27934798,5380927.62815079,3492602.08860031,2020-04-08,,2000-04-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW 1,,,,Klaerschlamm,249,220,False,,,,False,False,False,Teileinspeisung,,,Verbrennungsmotor,EEG997322060501,KWK978159054994,OK,False,,1.0,2020-04-08,2020-04-08 08:22:24.095066,2000-04-01,EEG997322060501,E17594010000000000000089264600001,,249,InBetrieb,OK,False,,1.0,KWK978159054994,,,2020-04-08 08:22:24.095066,2000-04-01,2020-04-08,100,249,InBetrieb,,,,,,,,,,,,,,
SEE914902062205,2019-07-01 12:11:32.232132,Otto-BHKW,Stromerzeugungseinheit,Geothermie,Limbacher Straße 23 09243 Niederfrohna,80,,InBetrieb,ABR996271176509,EEG977163632099,,,,,,,OK,False,,1.0,2019-07-01 12:11:32.232132,SEL978005731581,Ungeprueft,,ABR996271176509,Deutschland,Sachsen,Zwickau,Niederfrohna,14524220,09243,,,Limbacher Straße,False,23,False,,Niederfrohna,12.747552,50.877361,33.0,341538.614905323,5638604.10115393,5638267.56784628,4552719.54787768,2019-07-01,,2008-07-09,,,,Aktiv,InBetrieb,,,,,,A,Otto-BHKW,,,,Klaerschlamm,80,80,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,EEG977163632099,,OK,False,,1.0,2019-07-01,2019-07-01 12:11:32.174124,2008-07-09,EEG977163632099,,,80,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE915178418505,2020-10-08 13:22:54.646114,BHKW Ewald 1/2/7,Stromerzeugungseinheit,Geothermie,Ewaldstraße 45699 Herten,2712,,DauerhaftStillgelegt,,EEG928428691085,,,SGE942564411826,,,,OK,False,,1.0,2020-10-08 13:22:54.646114,SEL994741418869,Geprueft,2020-10-08,,Deutschland,NordrheinWestfalen,Recklinghausen,Herten,05562020,45699,,,Ewaldstraße,False,,False,,Herten,7.149836,51.574199,32.0,371788.743992633,5715303.10433279,5716155.62917646,2579755.75571588,2020-09-17,,2004-01-12,2016-10-18,,,Aktiv,DauerhaftStillgelegt,,,,,,A,BHKW Ewald 1/2/7,,,,Grubengas,2712,2580,False,,,,True,True,False,Volleinspeisung,,SGE942564411826,Verbrennungsmotor,EEG928428691085,,OK,False,,1.0,2020-09-17,2020-10-07 11:54:14.011974,2003-12-15,EEG928428691085,E30564013E07100019470002000100040,,2712,DauerhaftStillgelegt,,,,,,,,,,,,,,OK,False,,1.0,SGE942564411826,2019-03-27 09:04:43.960495,NachBImSchG4BBImSchV,2003-01-06,Bezirksregierung Münster,56/62.0549/02/104A2,,,,2019-03-27
SEE916166434835,2020-09-15 15:19:49.254519,Hausdach,Stromerzeugungseinheit,Geothermie,57537 Kaltau,9.02,,InBetrieb,ABR975926617932,,,,,,,,OK,False,,1.0,2020-09-15 15:19:49.254519,SEL936367984168,Ungeprueft,,ABR975926617932,Deutschland,RheinlandPfalz,Altenkirchen (Westerwald),Forst,07132034,57537,,,,False,,False,,Kaltau,,,,,,,,2020-09-15,,2006-12-18,,,,Aktiv,InBetrieb,,,,,,A,Hausdach,,,,Solarthermie,9.02,9.02,,,,,False,,,Volleinspeisung,,,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE916276716098,2020-03-03 12:58:28.068492,BHKW Blumenthal 7 M3,Stromerzeugungseinheit,Geothermie,Dorstener Straße 117 z 45657 Recklinghausen,1358,,InBetrieb,ABR909184158296,EEG915293941926,,,SGE950409295692,,,,OK,False,,1.0,2020-03-03 12:58:28.068492,SEL951509046351,Geprueft,2020-07-16,ABR909184158296,Deutschland,NordrheinWestfalen,Recklinghausen,Recklinghausen,05562032,45657,,,Dorstener Straße,False,117 z,True,,Recklinghausen,7.168821,51.625148,32.0,373246.204784439,5720935.63065092,5721844.81297187,2580981.19814692,2020-01-08,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,A,BHKW Blumenthal 7 M3,,,,Grubengas,1358,1358,False,,,,True,False,False,Volleinspeisung,,SGE950409295692,Verbrennungsmotor,EEG915293941926,,OK,False,,1.0,2020-01-08,2020-03-03 14:15:33.094032,2002-07-01,EEG915293941926,E3054401V000000000000001579645173,,2716,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE950409295692,2020-01-08 09:16:31.683018,NachBImSchG4BBImSchV,2007-11-14,Bezirksregierung Münster,56-G 62.0171/07/0104BAA2,,,,2020-01-08
SEE916301121217,2020-10-06 09:57:36.943477,Hausdach Esslingen,Stromerzeugungseinheit,Geothermie,73728 Esslingen,1.15,,InBetrieb,ABR940031221893,,,,,,,,OK,False,,1.0,2020-10-06 09:57:36.943477,SEL919242524789,Ungeprueft,,ABR940031221893,Deutschland,BadenWuerttemberg,Esslingen,Esslingen am Neckar,08116019,73728,,,,False,,False,,Esslingen,,,,,,,,2020-10-06,,2008-09-08,,,,Aktiv,InBetrieb,,,,,,A,Hausdach Esslingen,,,,Solarthermie,1.15,1.06,,,,,False,,,Volleinspeisung,,,Brennstoffzelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
