EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SME935594354089,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Bendschenweg 47506 Neukirchen-Vluyn,2720,,InBetrieb,,EEG958442003779,,,,,,,OK,False,,1.0,2018-11-28 13:27:23.116667,SEL944606041589,None,,,Deutschland,NordrheinWestfalen,,,,47506,,,Bendschenweg,False,,False,,Neukirchen-Vluyn,,,,,,,,,,2004-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2720,2720,False,,,,,,,None,,,,EEG958442003779,,OK,False,,1.0,0001-01-01,2018-11-27 19:47:59.286667,2004-01-01,EEG958442003779,E3123801E000000000000119132300206,,2720,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME938583484453,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Fernewaldstraße 399 46244 Bottrop,1358,,InBetrieb,,EEG990226634519,,,,,,,OK,False,,1.0,2018-11-28 13:27:35.516667,SEL934711438435,None,,,Deutschland,NordrheinWestfalen,,,,46244,,,Fernewaldstraße,False,399,False,,Bottrop,,,,,,,,,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG990226634519,,OK,False,,1.0,0001-01-01,2018-11-27 19:48:03.036667,2003-01-01,EEG990226634519,E3123801V000000000000006409401952,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME941190833606,0001-01-01 00:00:00,Walsum,Stromerzeugungseinheit,Geothermie,Dr.-Wilhelm-Roelen-Straße 129 47179 Duisburg,1358,,InBetrieb,,EEG967971820344,,,,,,,OK,False,,1.0,2018-11-28 08:34:59.860000,SEL931643849667,None,,,Deutschland,NordrheinWestfalen,,,05112000,47179,,,Dr.-Wilhelm-Roelen-Straße,False,129,False,,Duisburg,6.717722,51.527898,32.0,341686.995689635,5711000.95264264,5710621.5444283,2549849.77591664,,,2002-09-01,,,,Aktiv,InBetrieb,,,,,,B,Walsum,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG967971820344,,OK,False,,1.0,0001-01-01,2018-11-27 18:19:45.033333,2002-09-01,EEG967971820344,E3123801XG00000000000000462190050,A6781550229663,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME941555271906,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Fernewaldstraße 399 46244 Bottrop,1358,,InBetrieb,,EEG975619708275,,,,,,,OK,False,,1.0,2018-11-28 13:27:46.110000,SEL912708869851,None,,,Deutschland,NordrheinWestfalen,,,,46244,,,Fernewaldstraße,False,399,False,,Bottrop,,,,,,,,,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG975619708275,,OK,False,,1.0,0001-01-01,2018-11-27 19:48:06.283333,2003-01-01,EEG975619708275,E3123801XG00000000000000461990047,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME941968402850,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Osnabrücker Straße 112 49477 Ibbenbüren,3000,,InBetrieb,,EEG990040208798,,,,,,,OK,False,,1.0,2018-11-28 13:47:14.773333,SEL927475967211,None,,,Deutschland,NordrheinWestfalen,,,,49477,,,Osnabrücker Straße,False,112,False,,Ibbenbüren,,,,,,,,,,2004-12-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,3000,3000,False,,,,,,,None,,,,EEG990040208798,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:56.440000,2004-12-15,EEG990040208798,E3054401XG00000000000000440290030,,3000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME942137582588,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Buddestraße 903z 45665 Recklinghausen,1358,,InBetrieb,,EEG981777545553,,,,,,,OK,False,,1.0,2018-11-28 13:47:18.010000,SEL949542971532,None,,,Deutschland,NordrheinWestfalen,,,,45665,,,Buddestraße,False,903z,False,,Recklinghausen,,,,,,,,,,2001-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG981777545553,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:57.400000,2001-07-01,EEG981777545553,E30544010000000000000000083936886,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME942287012454,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66287 Quierschied / Quierschied,3000,,InBetrieb,,EEG946376450516,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.890000,SEL984428565498,None,,,Deutschland,Saarland,,,,66287,Kraftwerk Weiher,"Flur 15, Flurstück 1/211",,False,,False,,Quierschied / Quierschied,,,,,,,,,,2003-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,3000,3000,False,,,,,,,None,,,,EEG946376450516,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.040000,2003-07-01,EEG946376450516,E33018010000GGASVIRTEEGXWEIH00006,,3000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME943362651476,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Fernewaldstraße 181 46242 Bottrop,1358,,InBetrieb,,EEG985138169303,,,,,,,OK,False,,1.0,2018-11-28 13:27:09.386667,SEL915652451790,None,,,Deutschland,NordrheinWestfalen,,,,46242,,,Fernewaldstraße,False,181,False,,Bottrop,6.901306,51.532104,32.0,354433.60332861,5711087.33592169,5711230.53208572,2562584.10940304,,,2003-12-05,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG985138169303,,OK,False,,1.0,0001-01-01,2018-11-27 19:47:55.370000,2003-12-05,EEG985138169303,E3054401V000000000000002582310024,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME944495496804,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Mont-Cenis-Platz 1 44627 Herne,1500,,InBetrieb,,EEG971009779863,,,,,,,OK,False,,1.0,2018-11-28 13:42:10.720000,SEL965547515540,None,,,Deutschland,NordrheinWestfalen,,,,44627,,,Mont-Cenis-Platz,False,1,False,,Herne,7.255787,51.540605,32.0,379041.225468797,5711386.89269623,5712539.07911598,2587164.93366976,,,2000-05-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1500,1500,False,,,,,,,None,,,,EEG971009779863,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:26.016667,2000-05-01,EEG971009779863,E3062301TZPHERNEEINSPEEG000800002,,1500,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME944879935622,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Linkenheimerweg 49 76646 Bruchsal,550,,InBetrieb,,EEG920162897495,,,,,,,OK,False,,1.0,2018-11-28 11:46:51.500000,SEL932901269647,None,,,Deutschland,BadenWuerttemberg,,,,76646,,,Linkenheimerweg,False,49,False,,Bruchsal,8.567227,49.12558,32.0,468425.590074296,5441506.23442551,5443243.39688257,3468488.25740888,,,2009-10-23,,,,Aktiv,InBetrieb,,,,,,B,,,,,Geothermie,550,550,False,,,,,,,None,,,,EEG920162897495,,OK,False,,1.0,0001-01-01,2018-11-27 19:17:41.130000,2009-10-23,EEG920162897495,E1114401GT20090055000000000101400,,550,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945531253245,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Westcharweg 100z 45657 Recklinghausen,1358,,InBetrieb,,EEG925296303997,,,,,,,OK,False,,1.0,2018-11-28 13:47:02.640000,SEL961189499873,None,,,Deutschland,NordrheinWestfalen,,,,45657,,,Westcharweg,False,100z,False,,Recklinghausen,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG925296303997,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:52.690000,2002-07-01,EEG925296303997,E3054401V000000000000001579645172,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945549596099,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66333 Völklingen / Fürstenhausen,18000,,InBetrieb,,EEG956959459010,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.980000,SEL956365370893,None,,,Deutschland,Saarland,,,,66333,Völklingen / Fürstenhausen,"Flur 14, Flurstück 107/70",,False,,False,,Völklingen / Fürstenhausen,,,,,,,,,,2002-10-24,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,18000,18000,False,,,,,,,None,,,,EEG956959459010,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.063333,2002-10-24,EEG956959459010,E3301801000000GGASVIRTEEGXFE00004,,18000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945598466961,0001-01-01 00:00:00,Hugo 1/4,Stromerzeugungseinheit,Geothermie,Horster Straße 180P 45897 Gelsenkirchen,4074,,InBetrieb,,EEG990907134833,,,,,,,OK,False,,1.0,2018-11-27 22:37:52.173333,SEL952596277192,None,,,Deutschland,NordrheinWestfalen,,,05513000,45897,,,Horster Straße,False,180P,False,,Gelsenkirchen,7.044213,51.563778,32.0,364438.99059491,5714334.79137039,5714886.32854788,2572450.02189751,,,2003-10-08,,,,Aktiv,InBetrieb,,,,,,B,Hugo 1/4,,,,Grubengas,4074,4074,False,,,,,,,None,,,,EEG990907134833,,OK,False,,1.0,0001-01-01,2018-11-27 15:21:41.616667,2003-10-08,EEG990907134833,E31826010000000000000065641500001,A2859180229699,4074,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945687751725,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,59368 Werne,30,,InBetrieb,,EEG975353450249,,,,,,,OK,False,,1.0,2018-11-28 13:46:24.853333,SEL980051138320,None,,,Deutschland,NordrheinWestfalen,,,,59368,,,,False,,False,,Werne,,,,,,,,,,1998-09-02,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,30,30,False,,,,,,,None,,,,EEG975353450249,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:41.333333,1998-09-02,EEG975353450249,E3054401S000000000000008055604391,,30,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945801677689,0001-01-01 00:00:00,Minister Stein,Stromerzeugungseinheit,Geothermie,Gewerbeparkstraße 1 44339 Dortmund,5400,,InBetrieb,,EEG963450972788,,,,,,,OK,False,,1.0,2018-11-27 22:38:03.103333,SEL990923282952,None,,,Deutschland,NordrheinWestfalen,,,05913000,44339,,,Gewerbeparkstraße,False,1,False,,Dortmund,7.465941,51.547068,32.0,393629.349822695,5711779.06065313,5713529.42963831,2601729.82586154,,,2002-06-28,,,,Aktiv,InBetrieb,,,,,,B,Minister Stein,,,,Grubengas,5400,5400,False,,,,,,,None,,,,EEG963450972788,,OK,False,,1.0,0001-01-01,2018-11-27 15:21:44.290000,2002-06-28,EEG963450972788,E31880011000000000000038295800003,A8256380229735,5400,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME945931242962,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Zum Nordschacht 116 49497 Mettingen,1000,,InBetrieb,,EEG985213598134,,,,,,,OK,False,,1.0,2018-11-28 13:47:14.863333,SEL919463007948,None,,,Deutschland,NordrheinWestfalen,,,,49497,,,Zum Nordschacht,False,116,False,,Mettingen,,,,,,,,,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1000,1000,False,,,,,,,None,,,,EEG985213598134,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:56.466667,2003-01-01,EEG985213598134,E3054401XG00000000000000462250502,,1000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME947286392767,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Schachtstraße 1z 45711 Datteln,1358,,InBetrieb,,EEG948680354184,,,,,,,OK,False,,1.0,2018-11-28 13:47:02.873333,SEL985001585636,None,,,Deutschland,NordrheinWestfalen,,,,45711,,,Schachtstraße,False,1z,False,,Datteln,,,,,,,,,,2004-10-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG948680354184,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:52.760000,2004-10-01,EEG948680354184,E3054401V000000000000001699846077,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME948863540144,0001-01-01 00:00:00,Radbod,Stromerzeugungseinheit,Geothermie,An den Fördertürmen 0 59075 Hamm,2730,,InBetrieb,,EEG939265235493,,,SGE916382921485,,,,OK,False,,1.0,2018-11-27 22:49:51.320000,SEL947236924611,None,,,Deutschland,NordrheinWestfalen,,,05915000,59075,,,An den Fördertürmen,False,0,False,,Hamm,7.764797,51.688038,32.0,414615.99196744,5727064.05082839,5728915.26218886,3414654.70231669,,,2006-03-17,,,,Aktiv,InBetrieb,,,,,,B,Radbod,,,,Grubengas,2730,2730,False,,,,,,,None,,SGE916382921485,,EEG939265235493,,OK,False,,1.0,0001-01-01,2018-11-27 15:22:44.523333,2006-03-17,EEG939265235493,E31774015100000000000010546000010,A6595582038809,2730,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE916382921485,,None,2014-11-26,Bezirksregierung Arnsberg,64.r1-4.1-2014-1,2016-12-17,,,
SME948896414863,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Amtmann-Ibing-Straße 20 44805 Bochum,1365,,InBetrieb,,EEG969913712946,,,,,,,OK,False,,1.0,2018-11-28 13:45:26.656667,SEL988806506370,None,,,Deutschland,NordrheinWestfalen,,,,44805,,,Amtmann-Ibing-Straße,False,20,False,,Bochum,,,,,,,,,,2011-03-24,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1365,1365,False,,,,,,,None,,,,EEG969913712946,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:24.200000,2011-03-24,EEG969913712946,E30986010000000000000010270780431,,1365,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME950079218076,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Kerstheider Straße 1Z 59077 Hamm,1358,,InBetrieb,,EEG973890012906,,,,,,,OK,False,,1.0,2018-11-28 13:53:47.573333,SEL935124540692,None,,,Deutschland,NordrheinWestfalen,,,,59077,,,Kerstheider Straße,False,1Z,False,,Hamm,,,,,,,,,,2004-10-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG973890012906,,OK,False,,1.0,0001-01-01,2018-11-27 19:55:55.590000,2004-10-15,EEG973890012906,E30544010000000000000015738969856,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME950475865270,0001-01-01 00:00:00,Kurl,Stromerzeugungseinheit,Geothermie,Dammstraße 999 44532 Lünen,4050,,InBetrieb,,EEG931328619295,,,,,,,OK,False,,1.0,2018-11-27 22:49:50.616667,SEL957110301292,None,,,Deutschland,NordrheinWestfalen,,,05978024,44532,,,Dammstraße,False,999,False,,Lünen,7.578465,51.590601,32.0,401525.424338509,5716462.60682962,5718309.46300044,3401558.98153561,,,2001-03-28,,,,Aktiv,InBetrieb,,,,,,B,Kurl,,,,Grubengas,4050,4050,False,,,,,,,None,,,,EEG931328619295,,OK,False,,1.0,0001-01-01,2018-11-27 15:22:44.333333,2001-03-28,EEG931328619295,E30326010000000000000004402900001,A8874520229720,4050,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME950546250851,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Gahmener Straße 174a 44532 Lünen,2700,,InBetrieb,,EEG976100123515,,,,,,,OK,False,,1.0,2018-11-28 13:16:09.143333,SEL915846532540,None,,,Deutschland,NordrheinWestfalen,,,,44532,,,Gahmener Straße,False,174a,False,,Lünen,7.513195,51.591115,32.0,397005.33704034,5716609.70316734,5718456.58052324,3397037.08293184,,,2002-09-03,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2700,2700,False,,,,,,,None,,,,EEG976100123515,,OK,False,,1.0,0001-01-01,2018-11-27 19:44:35.086667,2002-09-03,EEG976100123515,E30326010000000000000005479300644,,2700,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME951472168128,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Schachtstraße 1z 45711 Datteln,1358,,InBetrieb,,EEG946468536647,,,,,,,OK,False,,1.0,2018-11-28 13:47:02.903333,SEL982101087534,None,,,Deutschland,NordrheinWestfalen,,,,45711,,,Schachtstraße,False,1z,False,,Datteln,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG946468536647,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:52.770000,2002-07-01,EEG946468536647,E3054401V000000000000001699846078,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME952295091303,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Fernewaldstraße 399 46244 Bottrop,1358,,InBetrieb,,EEG984640364534,,,,,,,OK,False,,1.0,2018-11-28 13:27:35.576667,SEL920586344889,None,,,Deutschland,NordrheinWestfalen,,,,46244,,,Fernewaldstraße,False,399,False,,Bottrop,,,,,,,,,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG984640364534,,OK,False,,1.0,0001-01-01,2018-11-27 19:48:03.070000,2003-01-01,EEG984640364534,E3123801V000000000000006409401954,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME953288607341,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66333 Völklingen / Fürstenhausen,18000,,InBetrieb,,EEG964760602686,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.920000,SEL949550530608,None,,,Deutschland,Saarland,,,,66333,Völklingen / Fürstenhausen,"Flur 14, Flurstück 107/70",,False,,False,,Völklingen / Fürstenhausen,,,,,,,,,,2004-06-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,18000,18000,False,,,,,,,None,,,,EEG964760602686,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.046667,2004-06-01,EEG964760602686,E330180100000GGASVIRTEEGXFE200009,,18000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME954028940728,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Höhenkirchener Straße 25 85653 Aying,7000,,InBetrieb,,EEG913509824216,,,,,,,OK,False,,1.0,2018-11-28 09:06:39.806667,SEL929713978188,None,,,Deutschland,Bayern,,,,85653,,,Höhenkirchener Straße,False,25,False,,Aying,,,,,,,,,,2012-12-04,,,,Aktiv,InBetrieb,,,,,,B,,,,,Geothermie,7000,7000,False,,,,,,,None,,,,EEG913509824216,,OK,False,,1.0,0001-01-01,2018-11-27 18:29:09.116667,2012-12-04,EEG913509824216,E2104101SZP0000000000041028100001,,7000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME955091398140,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Fernewaldstraße 399 46244 Bottrop,1358,,InBetrieb,,EEG913413461279,,,,,,,OK,False,,1.0,2018-11-28 13:27:35.546667,SEL990973136014,None,,,Deutschland,NordrheinWestfalen,,,,46244,,,Fernewaldstraße,False,399,False,,Bottrop,,,,,,,,,,2003-01-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG913413461279,,OK,False,,1.0,0001-01-01,2018-11-27 19:48:03.053333,2003-01-01,EEG913413461279,E3123801V000000000000006409401953,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME955766021915,0001-01-01 00:00:00,Z564,Stromerzeugungseinheit,Geothermie,67056 Ludwigshafen,12000,,InBetrieb,,,,,,,,,OK,False,,1.0,2018-11-28 14:17:15.493333,SEL931846082540,None,,,Deutschland,RheinlandPfalz,,,,67056,,,,False,,False,,Ludwigshafen,,,,,,,,,,1992-04-30,,,,Aktiv,InBetrieb,,,,,,B,Z564,,,BNA0616a,Klaerschlamm,12000,12000,False,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME958028059053,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Schüngelbergstraße 50 45897 Gelsenkirchen,3765,,InBetrieb,,EEG925224276027,,,,,,,OK,False,,1.0,2018-11-28 13:41:23.903333,SEL939036919676,None,,,Deutschland,NordrheinWestfalen,,,,45897,,,Schüngelbergstraße,False,50,False,,Gelsenkirchen,7.038569,51.567154,32.0,364057.894740179,5714720.68012422,5715256.34947099,2572053.32438025,,,2003-04-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,3765,3765,False,,,,,,,None,,,,EEG925224276027,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:11.630000,2003-04-01,EEG925224276027,E31826010000000000000071046900001,,3765,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME958064355928,0001-01-01 00:00:00,Grubengasmotor Südschacht Bergwerk Saar,Stromerzeugungseinheit,Geothermie,66265 Heusweiler-Niedersalbach,500,,InBetrieb,,EEG926066936070,,,SGE928367337358,,,,OK,False,,1.0,2018-11-28 08:07:40.210000,SEL911730317514,None,,,Deutschland,Saarland,,,10041513,66265,,"Flur 6, Flurstück 93/2",,False,,False,,Heusweiler-Niedersalbach,6.90294,49.327187,32.0,347628.031940608,5465943.96646704,5465968.38707733,2565679.14874299,,,2018-06-12,,,,Aktiv,InBetrieb,,,,,,B,Grubengasmotor Südschacht Bergwerk Saar,,,,Grubengas,500,500,False,,,,True,False,False,None,,SGE928367337358,,EEG926066936070,,OK,False,,1.0,0001-01-01,2018-11-27 18:11:28.820000,2018-06-12,EEG926066936070,E30797013000298400000000000000487,A1163310217458,500,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE928367337358,,None,2018-03-15,Oberbergamt des Saarlandes,|| EN/3/17-8,,,,
SME960850090234,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66333 Völklingen / Fürstenhausen,6000,,InBetrieb,,EEG990030274567,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.860000,SEL981754305835,None,,,Deutschland,Saarland,,,,66333,Völklingen / Fürstenhausen,"Flur 14, Flurstück 107/70",,False,,False,,Völklingen / Fürstenhausen,,,,,,,,,,2003-11-13,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,6000,6000,False,,,,,,,None,,,,EEG990030274567,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.030000,2003-11-13,EEG990030274567,E33018010000GGASVIRTEEGXFE1B00008,,6000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME960973825089,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Kohlenstraße 2 47199 Duisburg,2730,,InBetrieb,,EEG930416237472,,,,,,,OK,False,,1.0,2018-11-28 13:18:39.473333,SEL926675682634,None,,,Deutschland,NordrheinWestfalen,,,,47199,,,Kohlenstraße,False,2,False,,Duisburg,,,,,,,,,,2002-12-23,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2730,2730,False,,,,,,,None,,,,EEG930416237472,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:21.976667,2002-12-23,EEG930416237472,E31292010000000000000100966000001,,2730,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME961075175751,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Westcharweg 100z 45657 Recklinghausen,1358,,InBetrieb,,EEG912121516349,,,,,,,OK,False,,1.0,2018-11-28 13:47:02.610000,SEL956588604270,None,,,Deutschland,NordrheinWestfalen,,,,45657,,,Westcharweg,False,100z,False,,Recklinghausen,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG912121516349,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:52.680000,2002-07-01,EEG912121516349,E3054401V000000000000001579645171,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
